id,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63
0.0,1e-15,1e-15,1e-15,1e-15,1.0507487854061116e-11,1e-15,1e-15,1e-15,1e-15,1e-15,1.7602957012776811e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0014068357956450734,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.00370063439807365,1e-15,1e-15,0.02481275423480359,0.5458218746488529,1e-15,0.11971910838368977,1e-15,8.484304031076108e-05,0.07138152228620052,0.01823166639641567,0.43219641988564844,0.15801688994233945,1e-15,0.17422888141711199,0.04944559026876309,0.21941094269353714,0.16835037886372842,1e-15,1e-15,0.516408823360882,0.024158128669742117,1e-15,1e-15,0.31117763208387245,1e-15,1e-15,1e-15,0.8301584313068708,0.04868545116345613,1e-15,0.11229816086692777,1e-15,1e-15,0.4120495725867679
1.0,1e-15,0.0039716873399394835,1e-15,9.747773607187712e-07,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,8.729704025730344e-11,1e-15,1e-15,1e-15,7.3519164034458236e-09,1e-15,1e-15,1e-15,1.0411569361593245e-15,1e-15,1e-15,1e-15,1e-15,9.941882645294811e-05,1e-15,4.357510635505911e-05,1e-15,1e-15,2.1051889663206695e-06,1e-15,1e-15,0.024205475392205123,0.5072654542429407,0.2791377387225349,0.24206386569961663,0.03388596245143718,0.1014766011528078,0.2672289487389874,1e-15,0.1497171712431284,0.148197056271575,1e-15,0.07130265391322614,0.02035082577260526,0.27253315519701016,0.05671961935987553,1e-15,0.18484106845225762,0.3382785838247189,0.012586525991769596,0.14495096873733201,1e-15,0.14243010821342672,0.029147705707253068,1e-15,0.4894338320266513,0.2873033738544404,1e-15,0.13150181453253146,0.4627794452414749,0.16631682306602652,1e-15,0.42568420644365296
2.0,1e-15,1e-15,0.0003876839153636723,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0030899459642390065,1e-15,0.00047103387400170254,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.030659656835590472,0.14886286792562392,0.08280979481561047,0.1338853832153351,1e-15,0.034996430577735695,1e-15,0.04703688908537517,0.08672302392054147,0.05091102466031639,1e-15,0.06255864107828703,0.1882330842297069,0.097230696639442,0.6350033171169595,1e-15,0.07452632445190624,0.1307447893525559,0.021174595476327097,0.08852713920917228,0.2364649960841168,0.108525850733042,1e-15,0.15529127209324609,0.06999313233501167,0.1608188539165365,0.5666043356345678,0.10561234381688611,0.1239769835037623,0.07707720388355575,1e-15,0.14714728716266506
3.0,1e-15,1e-15,1e-15,1e-15,1e-15,0.000991474128028501,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0023766091645053737,1e-15,1e-15,0.000588004974755543,1e-15,1e-15,0.0010345933647845321,1e-15,0.0009190995729493988,1e-15,1e-15,9.20936831205566e-05,1e-15,1e-15,1e-15,1e-15,1e-15,0.08808541441069061,1e-15,0.49561695542369477,0.03725936214284824,0.06529780636693737,0.11658092585434263,0.6868029936403437,0.06279134069223528,0.3051205048275838,0.003553816648411464,0.16594595386611388,0.0726912679600827,0.1261167837346401,1e-15,0.4563263813045013,1e-15,0.2603215364006114,0.5111569023453246,0.03714745769672414,0.2109535297372162,1e-15,0.1953194125317992,1e-15,1e-15,1e-15,0.6656934872360989,0.008977898609450835,0.2318757220102758,1e-15,0.40717813327395386,0.034853226033234146,1e-15
4.0,1e-15,0.003948477886170303,1e-15,4.593206214764329e-05,0.0007239008368043422,1e-15,1e-15,0.0009886532750199753,1e-15,1e-15,1e-15,0.0003024872887960053,1e-15,1e-15,1e-15,5.381313109186364e-13,1e-15,1e-15,2.301464942885593e-14,1e-15,1e-15,1e-15,1e-15,1e-15,4.524924190495246e-07,0.0007234732024262821,1.3396822682948436e-10,1e-15,1e-15,5.69946612819954e-15,1e-15,1.7795713397075902e-10,0.07686455398706812,0.17111743298430745,0.3201337182297698,0.27228043115637907,1e-15,1e-15,1e-15,0.1266581404542977,0.06834162311914567,0.06348350637090405,1e-15,0.10114949114759145,1e-15,0.226213485334911,1e-15,0.0524086844706643,0.1531056034710401,0.4152140295315843,6.062239133142019e-13,0.30844655456608056,1e-15,0.2803074258492966,1e-15,0.021195932123818286,0.178900484528948,0.1719267116175838,1e-15,0.3659962561506568,0.2776357565828325,0.1797624590446749,0.07244349110119266,0.14460643264786044
5.0,1e-15,1e-15,1e-15,1e-15,0.0019143849769163931,1e-15,1e-15,0.0021579496157378463,1e-15,1e-15,1e-15,0.000526027206396863,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.000416147709390287,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0010379753707138284,0.00043738498644679336,1e-15,1e-15,1e-15,1e-15,2.5003910286425638e-08,0.1008605524374993,0.1287549746726981,0.6337567947134921,0.400919974673797,0.030669693475386416,0.06847232038694376,1e-15,1e-15,0.06474860849339384,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.0004887675893859108,1e-15,0.29200933946133995,6.208199552864066e-11,0.3798482908595262,0.06622595435234972,1e-15,1e-15,0.3659767591009841,0.10256053803875925,0.1475071109114356,0.2719640247725712,0.47403909758959417,0.10031497505224193,0.42299406908388176,1e-15,0.12045970934867813
6.0,1e-15,1e-15,2.5334066168434265e-13,1e-15,0.0009657738308865822,1e-15,1e-15,0.000899071011178247,1e-15,0.0008528812733738185,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,4.067896415571339e-12,1e-15,4.371762555383635e-05,1e-15,2.1157815487355952e-12,0.00019072619997727734,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.22624034349304595,0.16494505060781864,0.16814924307918178,1e-15,0.04938116686311197,1e-15,0.10261904876836382,0.10443270687486872,1e-15,0.22920367677506234,1e-15,0.12401367957996455,0.14645188780667684,0.4432712871672712,1e-15,0.1468966424980166,0.31468554911173013,0.013627588605823446,1e-15,1e-15,1e-15,1e-15,0.1619688614645654,1e-15,0.239766395536885,0.3325055141930865,1e-15,0.1505778035645992,0.08941144447264997,0.047113752138329544,0.1895454761652556
7.0,1e-15,1e-15,1e-15,0.00017229533443637499,1e-15,1e-15,1e-15,1e-15,8.797446549635564e-05,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.00512379224500338,1e-15,1e-15,1e-15,1e-15,1e-15,0.009306128901600163,1e-15,0.030709635558411517,0.06335347704474789,0.018277701406703564,1e-15,0.1148024827097483,0.12094552298417655,8.027720128841165e-15,1.6841165935005272e-05,1e-15,0.02898688733522434,0.15077685888855044,0.08803348891284841,0.7461962774748516,0.023886930049681992,0.16796606998712096,1e-15,1e-15,0.039304613874209485,1e-15,0.25194737459766015,0.029993388219290876,1e-15,0.505185052803134,1.9866818845511017e-15,0.09825251970545527,0.04554172810568276,1e-15,0.3838574029615885,0.08285917124260012,1e-15
8.0,1e-15,1e-15,1e-15,1e-15,1e-15,0.0012800171005606237,0.004717101044716925,1e-15,1e-15,1e-15,1e-15,0.0014756807525312858,1e-15,1e-15,1e-15,1e-15,0.00013147744421215758,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,0.07094160284006318,0.6324871499165406,0.45503349114384484,1e-15,1e-15,1e-15,1e-15,1e-15,0.039878950335603625,0.09028394521000999,0.8697125745906654,0.159294334952285,1e-15,0.22420875606659307,1e-15,1e-15,0.25051120801563675,0.12822474841196382,0.008850226124521942,0.29638874462370957,1e-15,0.4694014735140268,1e-15,0.33045968816479787,1e-15,0.06294956160345773,0.1317836965030031,0.3654193413588724,0.5826240949075059,0.38851253654000717,1e-15,0.6620477098511137
9.0,1e-15,1e-15,1e-15,1e-15,4.6277203821515165e-09,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,3.9247053654404185e-10,1e-15,1e-15,1e-15,0.00014068638696117155,1.361910101169189e-05,1e-15,1e-15,6.806682115778441e-05,1e-15,1e-15,1e-15,1e-15,1e-15,0.003128412722523187,1e-15,1e-15,1e-15,1e-15,0.009492016784868726,0.1888281397632728,0.541964676727472,0.11141240289359494,0.03944059137336063,0.0035573450599554433,0.09355212320110219,1e-15,0.30682184408912755,0.31316571435019946,0.23238598390095772,0.34082744446551766,0.08125695543154786,0.45931936388994266,0.22842782054855926,0.029771718113157306,0.002683392479671237,0.6584437199369456,0.14746371847281375,0.02642304403822137,0.4166518877241076,0.2794280268533103,1e-15,0.19444756782199774,1e-15,0.41196788453677946,0.1257096428674002,0.03216665286470977,0.2538082101347629,0.2626486848192993,1e-15,0.18618942293152568
